Nuclear Response_NR-AR,Nuclear Response_NR-AR-LBD,Nuclear Response_NR-AhR,Nuclear Response_NR-Aromatase,Nuclear Response_NR-ER,Nuclear Response_NR-ER-LBD,Nuclear Response_NR-PPAR-gamma,Nuclear Response_NR-GR,Nuclear Response_NR-TR,Stress Response_SR-ARE,Stress Response_SR-ATAD5,Stress Response_SR-HSE,Stress Response_SR-MMP,Stress Response_SR-p53,Genomic_AMES_Mutagenesis,Genomic_Carcinogenesis,Genomic_Micronucleus,Environmental_Fathead_Minnow,Environmental_T._Pyriformis,Environmental_Honey_Bee,Environmental_Biodegradation,Environmental_Crustacean,Environmental_Avian,Environmental_Fathead_Minnow_(Regression),Environmental_T._Pyriformis_(Regression),Environmental_Rat_(Acute),Environmental_Rat_(Chronic_Oral),Dose Response_Maximum_Tolerated_Dose,Organic_Skin_Sensitisation,Organic_hERG_I_Inhibitor,Organic_hERG_II_Inhibitor,Organic_Liver_Injury_I,Organic_Liver_Injury_II,Organic_Eye_Irritation,Organic_Eye_Corrosion,Organic_Respiratory_Disease,identifier,SMILES
High Safety,Medium Safety,High Safety,High Safety,Medium Safety,High Safety,High Safety,Medium Safety,High Safety,Low Safety,High Safety,Medium Safety,High Safety,High Safety,High Safety,High Safety,Low Toxicity,Low Toxicity,Medium Toxicity,High Toxicity,High Safety,Low Safety,High Safety,,,,,,Low Safety,High Safety,Medium Safety,Medium Safety,Low Safety,High Safety,High Safety,Medium Toxicity,CNP0176052.1,CC(C)C1(O)C2OC(=O)C(C3CCC4C5=CCC6CC(OC7OC(CO)C(O)C(O)C7O)CCC6(C)C5=CCC43C)C2OC1(C)O
High Safety,High Safety,High Safety,High Safety,Medium Safety,High Safety,High Safety,Medium Safety,High Safety,Medium Safety,High Safety,High Safety,High Safety,Medium Safety,High Safety,High Safety,Low Toxicity,Low Toxicity,Low Toxicity,High Toxicity,Medium Safety,Medium Safety,High Safety,,,,,,Medium Safety,High Safety,Low Safety,High Safety,Low Safety,High Safety,High Safety,Medium Toxicity,CNP0176573.10,CC1CCC2(C(=O)OC3OC(COC4OC(CO)C(OC5OC(C)C(O)C(O)C5O)C(O)C4O)C(O)C(O)C3O)CCC3(C)C(=CCC4C5(C)CC(O)C(O)C(C)(CO)C5CCC43C)C2C1C
High Safety,High Safety,High Safety,High Safety,Medium Safety,High Safety,High Safety,Medium Safety,High Safety,Medium Safety,High Safety,High Safety,High Safety,Medium Safety,High Safety,High Safety,Low Toxicity,Low Toxicity,Low Toxicity,High Toxicity,Medium Safety,Medium Safety,High Safety,,,,,,Medium Safety,High Safety,Low Safety,High Safety,Low Safety,High Safety,High Safety,Medium Toxicity,CNP0176573.13,CC1CCC2(C(=O)OC3OC(COC4OC(CO)C(OC5OC(C)C(O)C(O)C5O)C(O)C4O)C(O)C(O)C3O)CCC3(C)C(=CCC4C5(C)CC(O)C(O)C(C)(CO)C5CCC43C)C2C1C
High Safety,High Safety,High Safety,High Safety,Medium Safety,High Safety,High Safety,Medium Safety,High Safety,Medium Safety,High Safety,High Safety,High Safety,Medium Safety,High Safety,High Safety,Low Toxicity,Low Toxicity,Low Toxicity,High Toxicity,Medium Safety,Medium Safety,High Safety,,,,,,Medium Safety,High Safety,Low Safety,High Safety,Low Safety,High Safety,High Safety,Medium Toxicity,CNP0176573.14,CC1CCC2(C(=O)OC3OC(COC4OC(CO)C(OC5OC(C)C(O)C(O)C5O)C(O)C4O)C(O)C(O)C3O)CCC3(C)C(=CCC4C5(C)CC(O)C(O)C(C)(CO)C5CCC43C)C2C1C
High Safety,Medium Safety,High Safety,High Safety,Medium Safety,High Safety,High Safety,Medium Safety,Medium Safety,Medium Safety,High Safety,High Safety,Medium Safety,High Safety,High Safety,High Safety,Low Toxicity,Low Toxicity,High Toxicity,Medium Safety,High Safety,Low Safety,High Safety,,,,,,Low Safety,High Safety,Low Toxicity,High Safety,Low Safety,High Safety,High Safety,Medium Toxicity,CNP0177268.0,CC(C)C1OC2OC(C)C(O)C(O)C2OC12CC(C)C1C(CC3C4CC(=O)C5CC(OC6OC(CO)C(O)C(O)C6O)CCC5(C)C4CCC31C)O2
High Safety,Low Toxicity,High Safety,Medium Safety,Medium Safety,High Safety,High Safety,High Safety,High Safety,Medium Safety,High Safety,High Safety,Medium Safety,Medium Safety,High Safety,High Safety,Low Toxicity,Low Toxicity,Medium Toxicity,Low Safety,High Safety,Medium Safety,High Safety,,,,,,Low Safety,High Safety,Low Toxicity,High Safety,Low Safety,High Safety,High Safety,Medium Toxicity,CNP0177728.1,CC1OC(OC2COC(OC3C(O)CC(OC4CCC5(C)C(CCC6(O)C5CCC5(C)C(C7=CC(=O)OC7)CC(=O)C56O)C4)OC3C)C(O)C2O)C(O)C(O)C1O
High Safety,High Safety,High Safety,Medium Safety,Medium Safety,High Safety,Low Safety,Low Toxicity,High Safety,Medium Safety,High Safety,High Safety,Low Safety,Medium Safety,High Safety,High Safety,Low Toxicity,High Toxicity,High Toxicity,Medium Safety,High Safety,Medium Toxicity,High Safety,,,,,,Low Safety,High Safety,Low Safety,High Safety,Low Toxicity,High Safety,High Safety,Medium Toxicity,CNP0177797.1,CC1C2C(CC3(C(=O)CC4C3CCC3Cc5nc6c(nc5CC34C)CC3CCC4C(CC(=O)C45CC4OC7(CCC(C)(C)O7)C(C)C4C5(C)O)C3(C)C6)C2(C)O)OC12CCC(C)(O)CO2
High Safety,High Safety,High Safety,Medium Safety,Medium Safety,High Safety,Low Safety,Low Toxicity,High Safety,Medium Safety,High Safety,High Safety,Low Safety,Medium Safety,High Safety,High Safety,Low Toxicity,High Toxicity,High Toxicity,Low Safety,High Safety,Medium Toxicity,High Safety,,,,,,Low Safety,High Safety,Low Toxicity,High Safety,Low Toxicity,High Safety,High Safety,Medium Toxicity,CNP0179112.2,CC1C2C(CC3(C(=O)CC4C3CCC3Cc5nc6c(nc5CC34C)CC3CCC4C(CC(=O)C5(C)C7C(CC45O)OC4(CCC(C)(O)CO4)C7C)C3(C)C6)C2(C)O)OC12CCC(C)(C)O2
High Safety,High Safety,High Safety,High Safety,Medium Safety,High Safety,High Safety,Medium Safety,High Safety,Medium Safety,High Safety,High Safety,High Safety,High Safety,High Safety,High Safety,Low Toxicity,Medium Toxicity,Medium Toxicity,Low Toxicity,High Safety,Low Safety,High Safety,,,,,,Low Safety,High Safety,Low Safety,High Safety,Low Safety,High Safety,High Safety,Medium Toxicity,CNP0180142.1,CC1CCC2(OC1)OC1CC3C4CC=C5CC(OC6OC(CO)C(OC7OC(CO)C(O)C7O)C(O)C6O)CCC5(C)C4CCC3(C)C1C2C
High Safety,High Safety,High Safety,High Safety,Medium Safety,High Safety,High Safety,Medium Safety,High Safety,Medium Safety,High Safety,High Safety,Medium Safety,High Safety,High Safety,High Safety,Low Toxicity,Low Toxicity,Medium Toxicity,High Toxicity,Medium Safety,Medium Safety,High Safety,,,,,,Low Safety,High Safety,Low Safety,High Safety,Low Toxicity,High Safety,High Safety,Medium Toxicity,CNP0180197.1,CC1=CC2C3=CCC4C5(C)CCC(OC6OC(C)C(O)C(O)C6O)C(C)(C)C5CCC4(C)C3(C)CCC2(C(=O)OC2OC(CO)C(OC3OC(CO)C(O)C(O)C3O)C(O)C2O)CC1
High Safety,Low Toxicity,High Safety,Low Safety,Medium Safety,High Safety,High Safety,Low Toxicity,High Safety,Medium Safety,High Safety,High Safety,Low Safety,High Safety,High Safety,High Safety,Low Toxicity,Low Toxicity,Medium Toxicity,Low Safety,High Safety,Medium Safety,High Safety,,,,,,Low Safety,High Safety,Low Safety,Medium Safety,Low Safety,High Safety,High Safety,High Toxicity,CNP0180671.2,CC1OC(OC2CCC3(C=O)C4C(O)CC5(C)C(C6=CC(=O)OC6)CCC5(O)C4CCC3(O)C2)C(O)C(O)C1OC1OC(CO)C(O)C(O)C1O
Medium Safety,Medium Safety,High Safety,High Safety,Medium Safety,High Safety,High Safety,Medium Safety,High Safety,Medium Safety,High Safety,High Safety,High Safety,High Safety,High Safety,High Safety,Low Toxicity,Low Toxicity,Medium Toxicity,Medium Toxicity,High Safety,Medium Safety,High Safety,,,,,,Low Safety,High Safety,Low Safety,High Safety,Low Safety,High Safety,High Safety,High Toxicity,CNP0181001.1,CC1=C(COC2OC(CO)C(OC3OC(C)C(O)C(O)C3O)C(O)C2O)C(=O)OC(C(C)C2CCC3C4CC5OC56C(O)C=CC(=O)C6(C)C4CCC23C)C1
Medium Safety,Low Safety,High Safety,Medium Safety,Medium Safety,High Safety,High Safety,Low Toxicity,High Safety,Medium Safety,High Safety,High Safety,Low Safety,High Safety,High Safety,High Safety,Low Toxicity,Medium Toxicity,Medium Toxicity,Medium Toxicity,High Safety,Low Safety,High Safety,,,,,,Medium Safety,High Safety,Low Safety,Medium Safety,Low Safety,High Safety,High Safety,High Toxicity,CNP0181969.1,CC(=O)OC1C(O)C(OC2C=C3CCC4C(CCC5(C)C(c6ccc(=O)oc6)CCC45O)C3(C)CC2)OC(C)C1OC1OC(CO)C(O)C(O)C1O
Medium Safety,Low Safety,High Safety,Medium Safety,Medium Safety,High Safety,High Safety,Low Toxicity,High Safety,Medium Safety,High Safety,High Safety,Low Safety,High Safety,High Safety,High Safety,Low Toxicity,Medium Toxicity,Medium Toxicity,Medium Toxicity,High Safety,Low Safety,High Safety,,,,,,Medium Safety,High Safety,Low Safety,Medium Safety,Low Safety,High Safety,High Safety,High Toxicity,CNP0181969.2,CC(=O)OC1C(O)C(OC2C=C3CCC4C(CCC5(C)C(c6ccc(=O)oc6)CCC45O)C3(C)CC2)OC(C)C1OC1OC(CO)C(O)C(O)C1O
Medium Safety,Low Safety,High Safety,Medium Safety,Medium Safety,High Safety,High Safety,Low Toxicity,High Safety,Medium Safety,High Safety,High Safety,Low Safety,High Safety,High Safety,High Safety,Low Toxicity,Medium Toxicity,Medium Toxicity,Medium Toxicity,High Safety,Low Safety,High Safety,,,,,,Medium Safety,High Safety,Low Safety,Medium Safety,Low Safety,High Safety,High Safety,High Toxicity,CNP0181969.3,CC(=O)OC1C(O)C(OC2C=C3CCC4C(CCC5(C)C(c6ccc(=O)oc6)CCC45O)C3(C)CC2)OC(C)C1OC1OC(CO)C(O)C(O)C1O
High Safety,High Safety,High Safety,High Safety,Medium Safety,High Safety,High Safety,Medium Safety,Medium Safety,Medium Safety,High Safety,High Safety,High Safety,High Safety,Medium Safety,High Safety,Low Toxicity,Medium Toxicity,Medium Toxicity,Low Toxicity,High Safety,Low Safety,High Safety,,,,,,Low Safety,High Safety,Low Safety,Medium Safety,Low Safety,High Safety,High Safety,High Toxicity,CNP0183210.1,CC1=C2C(=O)C3C(CC=C4CC(OC5OC(CO)C(O)C(O)C5O)CCC43C)C2CCC12OC1CC(C)CNC1C2C
High Safety,High Safety,High Safety,High Safety,Medium Safety,High Safety,High Safety,Medium Safety,Medium Safety,Medium Safety,High Safety,High Safety,High Safety,High Safety,Medium Safety,High Safety,Low Toxicity,Medium Toxicity,Medium Toxicity,Low Toxicity,High Safety,Low Safety,High Safety,,,,,,Low Safety,High Safety,Low Safety,Medium Safety,Low Safety,High Safety,High Safety,High Toxicity,CNP0183210.2,CC1=C2C(=O)C3C(CC=C4CC(OC5OC(CO)C(O)C(O)C5O)CCC43C)C2CCC12OC1CC(C)CNC1C2C
High Safety,High Safety,High Safety,High Safety,Medium Safety,High Safety,High Safety,Medium Safety,Medium Safety,Medium Safety,High Safety,High Safety,High Safety,High Safety,Medium Safety,High Safety,Low Toxicity,Medium Toxicity,Medium Toxicity,Low Toxicity,High Safety,Low Safety,High Safety,,,,,,Low Safety,High Safety,Low Safety,Medium Safety,Low Safety,High Safety,High Safety,High Toxicity,CNP0183210.3,CC1=C2C(=O)C3C(CC=C4CC(OC5OC(CO)C(O)C(O)C5O)CCC43C)C2CCC12OC1CC(C)CNC1C2C
High Safety,High Safety,High Safety,High Safety,Medium Safety,High Safety,High Safety,Medium Safety,Medium Safety,Medium Safety,High Safety,High Safety,High Safety,High Safety,Medium Safety,High Safety,Low Toxicity,Medium Toxicity,Medium Toxicity,Low Toxicity,High Safety,Low Safety,High Safety,,,,,,Low Safety,High Safety,Low Safety,Medium Safety,Low Safety,High Safety,High Safety,High Toxicity,CNP0183210.5,CC1=C2C(=O)C3C(CC=C4CC(OC5OC(CO)C(O)C(O)C5O)CCC43C)C2CCC12OC1CC(C)CNC1C2C
High Safety,High Safety,High Safety,High Safety,Medium Safety,High Safety,High Safety,Medium Safety,Medium Safety,Medium Safety,High Safety,High Safety,High Safety,High Safety,Medium Safety,High Safety,Low Toxicity,Medium Toxicity,Medium Toxicity,Low Toxicity,High Safety,Low Safety,High Safety,,,,,,Low Safety,High Safety,Low Safety,Medium Safety,Low Safety,High Safety,High Safety,High Toxicity,CNP0183210.6,CC1=C2C(=O)C3C(CC=C4CC(OC5OC(CO)C(O)C(O)C5O)CCC43C)C2CCC12OC1CC(C)CNC1C2C
High Safety,High Safety,High Safety,High Safety,Medium Safety,High Safety,High Safety,Medium Safety,Medium Safety,Medium Safety,High Safety,High Safety,High Safety,High Safety,Medium Safety,High Safety,Low Toxicity,Medium Toxicity,Medium Toxicity,Low Toxicity,High Safety,Low Safety,High Safety,,,,,,Low Safety,High Safety,Low Safety,Medium Safety,Low Safety,High Safety,High Safety,High Toxicity,CNP0183210.7,CC1=C2C(=O)C3C(CC=C4CC(OC5OC(CO)C(O)C(O)C5O)CCC43C)C2CCC12OC1CC(C)CNC1C2C
High Safety,High Safety,High Safety,High Safety,Medium Safety,High Safety,High Safety,Medium Safety,Medium Safety,Medium Safety,High Safety,High Safety,High Safety,High Safety,Medium Safety,High Safety,Low Toxicity,Medium Toxicity,Medium Toxicity,Low Toxicity,High Safety,Low Safety,High Safety,,,,,,Low Safety,High Safety,Low Safety,Medium Safety,Low Safety,High Safety,High Safety,High Toxicity,CNP0183210.9,CC1=C2C(=O)C3C(CC=C4CC(OC5OC(CO)C(O)C(O)C5O)CCC43C)C2CCC12OC1CC(C)CNC1C2C
High Safety,Low Toxicity,High Safety,Low Safety,Medium Safety,High Safety,High Safety,Low Safety,High Safety,High Safety,High Safety,High Safety,Low Safety,High Safety,High Safety,High Safety,Low Toxicity,Low Toxicity,Medium Toxicity,Low Safety,High Safety,Medium Safety,High Safety,,,,,,Low Safety,High Safety,Low Safety,Medium Safety,Low Safety,High Safety,High Safety,High Toxicity,CNP0183354.1,CC1OC(OC2CCC3(C=O)C4CCC5(C)C(C6=CC(=O)OC6)CCC5(O)C4CCC3(O)C2)C(O)C(O)C1OC1OC(CO)C(O)C(O)C1O
High Safety,Low Toxicity,High Safety,Low Safety,Medium Safety,High Safety,High Safety,Low Safety,High Safety,High Safety,High Safety,High Safety,Low Safety,High Safety,High Safety,High Safety,Low Toxicity,Low Toxicity,Medium Toxicity,Low Safety,High Safety,Medium Safety,High Safety,,,,,,Low Safety,High Safety,Low Safety,Medium Safety,Low Safety,High Safety,High Safety,High Toxicity,CNP0183354.15,CC1OC(OC2CCC3(C=O)C4CCC5(C)C(C6=CC(=O)OC6)CCC5(O)C4CCC3(O)C2)C(O)C(O)C1OC1OC(CO)C(O)C(O)C1O
High Safety,Low Toxicity,High Safety,Low Safety,Medium Safety,High Safety,High Safety,Low Safety,High Safety,High Safety,High Safety,High Safety,Low Safety,High Safety,High Safety,High Safety,Low Toxicity,Low Toxicity,Medium Toxicity,Low Safety,High Safety,Medium Safety,High Safety,,,,,,Low Safety,High Safety,Low Safety,Medium Safety,Low Safety,High Safety,High Safety,High Toxicity,CNP0183354.7,CC1OC(OC2CCC3(C=O)C4CCC5(C)C(C6=CC(=O)OC6)CCC5(O)C4CCC3(O)C2)C(O)C(O)C1OC1OC(CO)C(O)C(O)C1O
High Safety,Low Toxicity,High Safety,Low Safety,Medium Safety,High Safety,High Safety,Low Safety,High Safety,High Safety,High Safety,High Safety,Low Safety,High Safety,High Safety,High Safety,Low Toxicity,Low Toxicity,Medium Toxicity,Low Safety,High Safety,Medium Safety,High Safety,,,,,,Low Safety,High Safety,Low Safety,Medium Safety,Low Safety,High Safety,High Safety,High Toxicity,CNP0183354.8,CC1OC(OC2CCC3(C=O)C4CCC5(C)C(C6=CC(=O)OC6)CCC5(O)C4CCC3(O)C2)C(O)C(O)C1OC1OC(CO)C(O)C(O)C1O
High Safety,High Safety,High Safety,High Safety,Medium Safety,High Safety,High Safety,Low Safety,Medium Safety,Low Safety,High Safety,High Safety,Low Safety,Medium Safety,Medium Safety,High Safety,Low Toxicity,High Toxicity,High Toxicity,Medium Toxicity,Low Safety,Low Safety,High Safety,,,,,,Low Safety,High Safety,Low Toxicity,Medium Safety,Medium Toxicity,High Safety,High Safety,Low Toxicity,CNP0184035.1,CC(C=O)=CC=CCC1OC2CC3OC4CC5OC6CCC7OC8CC9OC%10CC%11(C)OC%12CC%13OC(C)C(O)CC%13OC%12CCC%11OC%10CC9OC8CC7OC6(C)CC5OC4C(O)CC3OC2C(O)CC1O
High Safety,Medium Safety,High Safety,High Safety,Medium Safety,High Safety,High Safety,Low Safety,Medium Safety,Low Safety,High Safety,High Safety,Medium Safety,Medium Safety,Low Safety,High Safety,Low Toxicity,Low Toxicity,High Toxicity,Low Toxicity,High Safety,Medium Safety,High Safety,,,,,,Medium Safety,High Safety,Low Safety,Low Safety,Medium Safety,High Safety,High Safety,Medium Toxicity,CNP0186541.4,CC1OC(OC2CC(c3ccc4c(c3O)C(=O)C3=C(C4=O)C4(O)C(=O)CC(C)(O)CC4(O)C=C3)OC(C)C2O)CCC1OC1CC(O)C(O)C(C)O1
High Safety,High Safety,High Safety,High Safety,Medium Safety,High Safety,High Safety,High Safety,High Safety,Medium Safety,High Safety,High Safety,High Safety,High Safety,High Safety,High Safety,Low Toxicity,Low Safety,Medium Toxicity,High Toxicity,Medium Safety,Medium Safety,High Safety,,,,,,Low Safety,High Safety,Medium Safety,High Safety,Low Safety,High Safety,High Safety,Low Toxicity,CNP0186702.1,CC1CCC2(C(=O)OC3OC(CO)C(O)C(O)C3O)CCC3=C(CCC4C3(C)CCC3C(C)(C)C(OC5OC(C)C(OC6OC(CO)C(O)C(O)C6O)C(O)C5O)CCC43C)C2C1C
High Safety,Medium Safety,High Safety,High Safety,Medium Safety,High Safety,High Safety,Low Safety,High Safety,Medium Safety,High Safety,High Safety,Low Toxicity,Medium Safety,Medium Safety,High Safety,Low Toxicity,High Toxicity,High Toxicity,High Toxicity,High Safety,Low Toxicity,High Safety,,,,,,Medium Safety,High Safety,Low Toxicity,Medium Toxicity,Low Safety,High Safety,High Safety,Medium Toxicity,CNP0188145.2,COC1CC(OC2C(O)CC(OC3C(C)OC(OC4CCC5(C)C(=CCC6C(=O)OC7COC8(C)OC=C(CCC65)C78)C4)CC3OC)OC2C)OC(C)C1O
High Safety,Medium Safety,High Safety,High Safety,Medium Safety,High Safety,High Safety,Low Safety,High Safety,Medium Safety,High Safety,High Safety,Low Toxicity,Medium Safety,Medium Safety,High Safety,Low Toxicity,High Toxicity,High Toxicity,High Toxicity,High Safety,Low Toxicity,High Safety,,,,,,Medium Safety,High Safety,Low Toxicity,Medium Toxicity,Low Safety,High Safety,High Safety,Medium Toxicity,CNP0188145.3,COC1CC(OC2C(O)CC(OC3C(C)OC(OC4CCC5(C)C(=CCC6C(=O)OC7COC8(C)OC=C(CCC65)C78)C4)CC3OC)OC2C)OC(C)C1O
High Safety,Medium Safety,High Safety,High Safety,Medium Safety,High Safety,High Safety,Low Safety,High Safety,Medium Safety,High Safety,High Safety,Low Toxicity,Medium Safety,Medium Safety,High Safety,Low Toxicity,High Toxicity,High Toxicity,High Toxicity,High Safety,Low Toxicity,High Safety,,,,,,Medium Safety,High Safety,Low Toxicity,Medium Toxicity,Low Safety,High Safety,High Safety,Medium Toxicity,CNP0188145.5,COC1CC(OC2C(O)CC(OC3C(C)OC(OC4CCC5(C)C(=CCC6C(=O)OC7COC8(C)OC=C(CCC65)C78)C4)CC3OC)OC2C)OC(C)C1O
High Safety,Medium Safety,High Safety,High Safety,Medium Safety,High Safety,High Safety,Low Safety,High Safety,Medium Safety,High Safety,High Safety,Low Toxicity,Medium Safety,Medium Safety,High Safety,Low Toxicity,High Toxicity,High Toxicity,High Toxicity,High Safety,Low Toxicity,High Safety,,,,,,Medium Safety,High Safety,Low Toxicity,Medium Toxicity,Low Safety,High Safety,High Safety,Medium Toxicity,CNP0188145.6,COC1CC(OC2C(O)CC(OC3C(C)OC(OC4CCC5(C)C(=CCC6C(=O)OC7COC8(C)OC=C(CCC65)C78)C4)CC3OC)OC2C)OC(C)C1O
High Safety,Medium Safety,High Safety,High Safety,Medium Safety,High Safety,High Safety,Low Safety,High Safety,Medium Safety,High Safety,High Safety,Low Toxicity,Medium Safety,Medium Safety,High Safety,Low Toxicity,High Toxicity,High Toxicity,High Toxicity,High Safety,Low Toxicity,High Safety,,,,,,Medium Safety,High Safety,Low Toxicity,Medium Toxicity,Low Safety,High Safety,High Safety,Medium Toxicity,CNP0188145.7,COC1CC(OC2C(O)CC(OC3C(C)OC(OC4CCC5(C)C(=CCC6C(=O)OC7COC8(C)OC=C(CCC65)C78)C4)CC3OC)OC2C)OC(C)C1O
High Safety,Low Toxicity,High Safety,Low Safety,Medium Safety,Medium Safety,High Safety,Medium Safety,High Safety,Medium Safety,High Safety,High Safety,Low Safety,High Safety,High Safety,High Safety,Low Toxicity,Low Toxicity,Low Toxicity,Low Safety,High Safety,Medium Safety,High Safety,,,,,,Low Safety,High Safety,Low Toxicity,High Safety,Low Toxicity,High Safety,High Safety,High Toxicity,CNP0188206.17,CC1OC(OC2CCC3(CO)C(CCC4C3CCC3(C)C(C5=CC(=O)OC5)CCC43O)C2)C(O)C(O)C1OC1OC(CO)C(O)C(O)C1O
High Safety,High Safety,High Safety,High Safety,Medium Safety,High Safety,High Safety,Medium Safety,High Safety,Medium Safety,High Safety,High Safety,Medium Safety,High Safety,High Safety,High Safety,Low Toxicity,Low Toxicity,Medium Toxicity,High Toxicity,Medium Safety,Low Safety,High Safety,,,,,,Low Safety,High Safety,Low Safety,High Safety,Low Safety,High Safety,High Safety,Medium Toxicity,CNP0189407.2,CC1(C)CCC2(C(=O)OC3OC(COC4OC(CO)C(O)C(O)C4O)C(O)C(O)C3O)CCC3(C)C(=CCC4C5(C)CCC(OC6OCC(O)C(O)C6O)C(C)(C)C5CCC43C)C2C1
High Safety,High Safety,High Safety,High Safety,Medium Safety,High Safety,High Safety,Medium Safety,High Safety,Medium Safety,High Safety,High Safety,Medium Safety,High Safety,High Safety,High Safety,Low Toxicity,Low Toxicity,Medium Toxicity,High Toxicity,Medium Safety,Low Safety,High Safety,,,,,,Low Safety,High Safety,Low Safety,High Safety,Low Safety,High Safety,High Safety,Medium Toxicity,CNP0189407.3,CC1(C)CCC2(C(=O)OC3OC(COC4OC(CO)C(O)C(O)C4O)C(O)C(O)C3O)CCC3(C)C(=CCC4C5(C)CCC(OC6OCC(O)C(O)C6O)C(C)(C)C5CCC43C)C2C1
Medium Safety,Medium Toxicity,High Safety,Low Safety,Low Safety,Medium Safety,High Safety,Low Safety,High Safety,High Safety,High Safety,High Safety,Medium Safety,Low Safety,High Safety,High Safety,Low Toxicity,Low Toxicity,Medium Toxicity,Low Safety,High Safety,Low Safety,High Safety,,,,,,Low Safety,High Safety,Low Toxicity,Medium Safety,Low Toxicity,High Safety,High Safety,Medium Toxicity,CNP0189659.1,COC1C(O)C(OC2CCC3(C)C(CCC4C3CCC3(C)C(C5=CC(=O)OC5)CCC43O)C2)OC(C)C1OC1OCC(O)C(O)C1O
Medium Safety,Medium Safety,High Safety,High Safety,Medium Safety,High Safety,High Safety,Medium Safety,High Safety,High Safety,High Safety,High Safety,Medium Safety,High Safety,High Safety,High Safety,Low Toxicity,Medium Toxicity,High Toxicity,Low Safety,High Safety,Low Toxicity,High Safety,,,,,,Low Safety,High Safety,Low Safety,High Safety,Low Toxicity,High Safety,High Safety,Medium Toxicity,CNP0192031.0,CC(=O)OC1C(C)OC2OC(C(C)C)C3(CC(C)C4C(CC5C6CC(=O)C7CC(OC8OC(CO)C(O)C(O)C8O)CCC7(C)C6CCC54C)O3)OC2C1O
High Safety,Medium Safety,High Safety,High Safety,Medium Safety,High Safety,High Safety,Medium Safety,High Safety,Medium Safety,High Safety,High Safety,Medium Safety,High Safety,High Safety,High Safety,Low Toxicity,Low Toxicity,Medium Toxicity,High Toxicity,Medium Safety,Low Safety,High Safety,,,,,,Low Safety,High Safety,Low Safety,High Safety,Low Toxicity,High Safety,High Safety,Medium Toxicity,CNP0192260.2,CC1OC(OC2C(CO)OC(OCC3OC(OC(=O)C45CCC(C)(C)CC4C4=CCC6C7(C)CCC(O)C(C)(CO)C7CCC6(C)C4(C)CC5)C(O)C(O)C3O)C(O)C2O)C(O)C(O)C1O
High Safety,Medium Safety,High Safety,High Safety,Medium Safety,High Safety,High Safety,Medium Safety,High Safety,Medium Safety,High Safety,High Safety,Medium Safety,High Safety,High Safety,High Safety,Low Toxicity,Low Toxicity,Medium Toxicity,High Toxicity,Medium Safety,Low Safety,High Safety,,,,,,Low Safety,High Safety,Low Safety,High Safety,Low Toxicity,High Safety,High Safety,Medium Toxicity,CNP0192260.5,CC1OC(OC2C(CO)OC(OCC3OC(OC(=O)C45CCC(C)(C)CC4C4=CCC6C7(C)CCC(O)C(C)(CO)C7CCC6(C)C4(C)CC5)C(O)C(O)C3O)C(O)C2O)C(O)C(O)C1O
Medium Safety,Medium Safety,High Safety,High Safety,Medium Safety,High Safety,High Safety,Low Toxicity,Medium Safety,Low Safety,High Safety,High Safety,Low Toxicity,Medium Safety,High Safety,High Safety,Low Toxicity,High Toxicity,High Toxicity,High Toxicity,High Safety,Low Toxicity,High Safety,,,,,,Medium Safety,High Safety,Low Toxicity,Low Toxicity,Medium Safety,High Safety,High Safety,Medium Toxicity,CNP0193878.2,COC1CC(OC2C(C)OC(OC3C(C)OC(OC4CC5=CCC6C(=O)OC7COC8(C)OC=C(CCC6C5(C)CC4O)C78)CC3OC)CC2OC)OC(C)C1O
High Safety,Medium Safety,High Safety,High Safety,Medium Safety,High Safety,High Safety,Medium Safety,High Safety,Medium Safety,High Safety,High Safety,Medium Safety,High Safety,High Safety,High Safety,Low Toxicity,Low Toxicity,Medium Toxicity,Low Toxicity,High Safety,Medium Safety,High Safety,,,,,,Low Safety,High Safety,Low Safety,Medium Safety,Medium Safety,High Safety,High Safety,High Toxicity,CNP0193886.1,CC1=C(C)C(=O)OC(C(C)C2C(O)CC3C4C5OC5C5(O)CC(OC6OC(CO)C(O)C(O)C6O)CC(O)C5(C)C4CCC32C)C1
High Safety,Medium Safety,High Safety,High Safety,Medium Safety,High Safety,High Safety,Medium Safety,High Safety,Medium Safety,High Safety,High Safety,Medium Safety,Medium Safety,High Safety,High Safety,Low Toxicity,Low Safety,Medium Toxicity,Low Toxicity,High Safety,Medium Safety,High Safety,,,,,,Low Safety,High Safety,Low Toxicity,High Safety,Low Safety,High Safety,High Safety,Low Toxicity,CNP0194151.1,CC1CCC2(OC1)OC1CC3C4CC=C5CC(OC6OC(CO)C(OC7OC(C)C(OC8OC(C)C(O)C(O)C8O)C(O)C7O)C(O)C6O)CCC5(C)C4CCC3(C)C1(O)C2C
